iter	Passed	Remaining
0	42	42566
1	82	41145
2	124	41294
3	164	40963
4	203	40565
5	242	40223
6	283	40269
7	322	40036
8	361	39833
9	401	39762
10	439	39476
11	483	39809
12	522	39700
13	563	39693
14	600	39443
15	638	39276
16	680	39349
17	720	39333
