iter	Logloss
0	0.6792318112
1	0.6662433656
2	0.6541800365
3	0.6428913329
4	0.6323809573
5	0.622850377
6	0.6137887559
7	0.6052541827
8	0.596943136
9	0.59005715
10	0.5830887778
11	0.5766998529
12	0.5704995898
13	0.5647467231
14	0.5596471189
15	0.5547596351
16	0.5497816608
17	0.5453661645
