iter	Logloss
0	0.6795161268
1	0.6664561448
2	0.6543151265
3	0.6427162128
4	0.632127448
5	0.6225554772
6	0.6136742249
7	0.6049379368
8	0.5971527088
9	0.589358867
10	0.5825504593
11	0.5755724818
12	0.569177501
13	0.5634670191
14	0.5578879531
15	0.552866798
16	0.5484216388
17	0.5439078198
18	0.5399263693
19	0.5358370375
20	0.5325534192
21	0.5291922237
22	0.5259380046
23	0.5228839698
