iter	Logloss
0	0.6794045396
1	0.6663203003
2	0.6540525751
3	0.6427046332
4	0.6319107828
5	0.6225374158
6	0.6133962563
7	0.6047991377
8	0.5971722018
9	0.5895699039
10	0.5821174109
11	0.5756266632
12	0.5693812726
13	0.5636539584
14	0.5580389244
15	0.5531082551
16	0.5487108827
17	0.5441546539
18	0.5399652466
19	0.5359759284
20	0.5319707979
21	0.5282443124
22	0.5249111183
23	0.5216767923
24	0.5189957223
25	0.516058504
26	0.5135351737
27	0.5111423209
28	0.5091712739
